,model,displ,cyl,trans,drive,fuel,cert_region,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
468,CHRYSLER Pacifica,3.6,6.0,Auto-9,2WD,Gasoline,CA,minivan,3,18,28,22,4,No
469,CHRYSLER Pacifica,3.6,6.0,Auto-9,2WD,Gasoline,CA,minivan,3,19,28,22,4,No
470,CHRYSLER Pacifica,3.6,6.0,Auto-9,2WD,Gasoline,FA,minivan,3,18,28,22,4,No
471,CHRYSLER Pacifica,3.6,6.0,Auto-9,2WD,Gasoline,FA,minivan,3,19,28,22,4,No
472,DODGE Challenger,3.6,6.0,Auto-8,2WD,Gasoline,CA,midsize car,3,19,30,23,5,No
473,DODGE Challenger,3.6,6.0,Auto-8,2WD,Gasoline,FA,midsize car,3,19,30,23,5,No
474,DODGE Challenger,5.7,8.0,Auto-8,2WD,Gasoline,CA,midsize car,3,16,25,19,3,No
475,DODGE Challenger,5.7,8.0,Auto-8,2WD,Gasoline,FA,midsize car,3,16,25,19,3,No
476,DODGE Challenger,5.7,8.0,Man-6,2WD,Gasoline,CA,midsize car,1,15,23,18,3,No
477,DODGE Challenger,5.7,8.0,Man-6,2WD,Gasoline,FA,midsize car,1,15,23,18,3,No
478,DODGE Challenger,6.4,8.0,Auto-8,2WD,Gasoline,CA,midsize car,1,15,25,18,3,No
479,DODGE Challenger,6.4,8.0,Auto-8,2WD,Gasoline,FA,midsize car,1,15,25,18,3,No
480,DODGE Challenger,6.4,8.0,Man-6,2WD,Gasoline,CA,midsize car,1,14,23,17,3,No
481,DODGE Challenger,6.4,8.0,Man-6,2WD,Gasoline,FA,midsize car,1,14,23,17,3,No
482,DODGE Challenger GT,3.6,6.0,Auto-8,4WD,Gasoline,CA,midsize car,3,18,27,21,4,No
483,DODGE Challenger GT,3.6,6.0,Auto-8,4WD,Gasoline,FA,midsize car,3,18,27,21,4,No
484,DODGE Challenger SRT,6.2,8.0,Auto-8,2WD,Gasoline,CA,midsize car,1,13,22,16,2,No
485,DODGE Challenger SRT,6.2,8.0,Auto-8,2WD,Gasoline,FA,midsize car,1,13,22,16,2,No
486,DODGE Challenger SRT,6.2,8.0,Man-6,2WD,Gasoline,CA,midsize car,1,13,21,16,2,No
487,DODGE Challenger SRT,6.2,8.0,Man-6,2WD,Gasoline,FA,midsize car,1,13,21,16,2,No
488,DODGE Challenger SRT,6.4,8.0,Auto-8,2WD,Gasoline,CA,midsize car,1,15,25,18,3,No
489,DODGE Challenger SRT,6.4,8.0,Auto-8,2WD,Gasoline,FA,midsize car,1,15,25,18,3,No
490,DODGE Challenger SRT,6.4,8.0,Man-6,2WD,Gasoline,CA,midsize car,1,14,23,17,3,No
491,DODGE Challenger SRT,6.4,8.0,Man-6,2WD,Gasoline,FA,midsize car,1,14,23,17,3,No
492,DODGE Charger,3.6,6.0,Auto-8,2WD,Ethanol/Gas,CA,large car,3,14/19,22/30,17/23,5,No
493,DODGE Charger,3.6,6.0,Auto-8,2WD,Ethanol/Gas,FA,large car,3,14/19,22/30,17/23,5,No
494,DODGE Charger,3.6,6.0,Auto-8,2WD,Gasoline,CA,large car,3,19,30,23,5,No
495,DODGE Charger,3.6,6.0,Auto-8,2WD,Gasoline,FA,large car,3,19,30,23,5,No
496,DODGE Charger,3.6,6.0,Auto-8,4WD,Ethanol/Gas,CA,large car,3,13/18,20/27,16/21,4,No
497,DODGE Charger,3.6,6.0,Auto-8,4WD,Ethanol/Gas,FA,large car,3,13/18,20/27,16/21,4,No
498,DODGE Charger,3.6,6.0,Auto-8,4WD,Gasoline,CA,large car,3,18,27,21,4,No
499,DODGE Charger,3.6,6.0,Auto-8,4WD,Gasoline,FA,large car,3,18,27,21,4,No
500,DODGE Charger,5.7,8.0,Auto-8,2WD,Gasoline,CA,large car,3,16,25,19,3,No
501,DODGE Charger,5.7,8.0,Auto-8,2WD,Gasoline,FA,large car,3,16,25,19,3,No
502,DODGE Charger,6.4,8.0,Auto-8,2WD,Gasoline,CA,large car,1,15,25,18,3,No
503,DODGE Charger,6.4,8.0,Auto-8,2WD,Gasoline,FA,large car,1,15,25,18,3,No
504,DODGE Charger SRT,6.2,8.0,Auto-8,2WD,Gasoline,CA,large car,1,13,22,16,2,No
505,DODGE Charger SRT,6.2,8.0,Auto-8,2WD,Gasoline,FA,large car,1,13,22,16,2,No
506,DODGE Charger SRT,6.4,8.0,Auto-8,2WD,Gasoline,CA,large car,1,15,25,18,3,No
507,DODGE Charger SRT,6.4,8.0,Auto-8,2WD,Gasoline,FA,large car,1,15,25,18,3,No
508,DODGE Durango,3.6,6.0,Auto-8,2WD,Gasoline,CA,standard SUV,5,19,26,21,4,No
509,DODGE Durango,3.6,6.0,Auto-8,2WD,Gasoline,FA,standard SUV,5,19,26,21,4,No
510,DODGE Durango,3.6,6.0,Auto-8,4WD,Gasoline,CA,standard SUV,5,18,25,21,4,No
511,DODGE Durango,3.6,6.0,Auto-8,4WD,Gasoline,FA,standard SUV,5,18,25,21,4,No
512,DODGE Durango,5.7,8.0,Auto-8,2WD,Gasoline,CA,standard SUV,3,14,22,17,3,No
513,DODGE Durango,5.7,8.0,Auto-8,2WD,Gasoline,FA,standard SUV,3,14,22,17,3,No
514,DODGE Durango,5.7,8.0,Auto-8,4WD,Gasoline,CA,standard SUV,3,14,22,17,3,No
515,DODGE Durango,5.7,8.0,Auto-8,4WD,Gasoline,FA,standard SUV,3,14,22,17,3,No
516,DODGE Durango  SRT,6.4,8.0,Auto-8,4WD,Gasoline,CA,standard SUV,1,13,19,15,2,No
517,DODGE Durango  SRT,6.4,8.0,Auto-8,4WD,Gasoline,FA,standard SUV,1,13,19,15,2,No
518,DODGE Journey,2.4,4.0,Auto-4,2WD,Gasoline,CA,small SUV,3,19,25,21,4,No
519,DODGE Journey,2.4,4.0,Auto-4,2WD,Gasoline,FA,small SUV,3,19,25,21,4,No
520,DODGE Journey,3.6,6.0,Auto-6,2WD,Ethanol/Gas,FA,small SUV,3,12/17,18/25,14/19,3,No
521,DODGE Journey,3.6,6.0,Auto-6,4WD,Gasoline,CA,small SUV,3,16,24,19,3,No
522,DODGE Journey,3.6,6.0,Auto-6,4WD,Gasoline,FA,small SUV,3,16,24,19,3,No
523,FERRARI 488 Spider,3.9,8.0,AutoMan-7,2WD,Gasoline,CA,small car,3,15,22,18,3,No
524,FERRARI 488 Spider,3.9,8.0,AutoMan-7,2WD,Gasoline,CA,small car,3,16,22,18,3,No
525,FERRARI 488 Spider,3.9,8.0,AutoMan-7,2WD,Gasoline,FA,small car,3,15,22,18,3,No
526,FERRARI 488 Spider,3.9,8.0,AutoMan-7,2WD,Gasoline,FA,small car,3,16,22,18,3,No
527,FERRARI 488 gtb,3.9,8.0,AutoMan-7,2WD,Gasoline,CA,small car,3,15,22,18,3,No
528,FERRARI 488 gtb,3.9,8.0,AutoMan-7,2WD,Gasoline,CA,small car,3,16,22,18,3,No
529,FERRARI 488 gtb,3.9,8.0,AutoMan-7,2WD,Gasoline,FA,small car,3,15,22,18,3,No
530,FERRARI 488 gtb,3.9,8.0,AutoMan-7,2WD,Gasoline,FA,small car,3,16,22,18,3,No
531,FERRARI 812 Superfast,6.5,12.0,AutoMan-7,2WD,Gasoline,CA,small car,3,12,16,13,1,No
532,FERRARI 812 Superfast,6.5,12.0,AutoMan-7,2WD,Gasoline,FA,small car,3,12,16,13,1,No
533,FERRARI California T,3.9,8.0,AutoMan-7,2WD,Gasoline,CA,small car,3,16,23,18,3,No
534,FERRARI California T,3.9,8.0,AutoMan-7,2WD,Gasoline,CA,small car,3,16,23,19,3,No
535,FERRARI California T,3.9,8.0,AutoMan-7,2WD,Gasoline,FA,small car,3,16,23,18,3,No
536,FERRARI California T,3.9,8.0,AutoMan-7,2WD,Gasoline,FA,small car,3,16,23,19,3,No
537,FERRARI GTC4Lusso,6.3,12.0,AutoMan-7,4WD,Gasoline,CA,small car,3,12,17,13,1,No
538,FERRARI GTC4Lusso,6.3,12.0,AutoMan-7,4WD,Gasoline,FA,small car,3,12,17,13,1,No
539,FERRARI GTC4Lusso T,3.9,8.0,AutoMan-7,2WD,Gasoline,CA,small car,3,15,21,17,3,No
540,FERRARI GTC4Lusso T,3.9,8.0,AutoMan-7,2WD,Gasoline,FA,small car,3,15,21,17,3,No
541,FIAT 500L,1.4,4.0,Auto-6,2WD,Gasoline,CA,station wagon,3,22,30,25,5,No
542,FIAT 500L,1.4,4.0,Auto-6,2WD,Gasoline,FA,station wagon,3,22,30,25,5,No
543,FORD F150,2.7,6.0,SemiAuto-10,2WD,Gasoline,CA,pickup,5,19,25,21,4,No
544,FORD F150,2.7,6.0,SemiAuto-10,2WD,Gasoline,CA,pickup,5,20,25,22,4,No
545,FORD F150,2.7,6.0,SemiAuto-10,2WD,Gasoline,CA,pickup,5,20,26,22,4,No
546,FORD F150,2.7,6.0,SemiAuto-10,2WD,Gasoline,FA,pickup,5,19,25,21,4,No
547,FORD F150,2.7,6.0,SemiAuto-10,2WD,Gasoline,FA,pickup,5,20,25,22,4,No
548,FORD F150,2.7,6.0,SemiAuto-10,2WD,Gasoline,FA,pickup,5,20,26,22,4,No
549,FORD F150,2.7,6.0,SemiAuto-10,4WD,Gasoline,CA,pickup,5,18,23,20,4,No
550,FORD F150,2.7,6.0,SemiAuto-10,4WD,Gasoline,CA,pickup,5,18,24,21,4,No
551,FORD F150,2.7,6.0,SemiAuto-10,4WD,Gasoline,CA,pickup,5,19,24,21,4,No
552,FORD F150,2.7,6.0,SemiAuto-10,4WD,Gasoline,FA,pickup,5,18,23,20,4,No
553,FORD F150,2.7,6.0,SemiAuto-10,4WD,Gasoline,FA,pickup,5,18,24,21,4,No
554,FORD F150,2.7,6.0,SemiAuto-10,4WD,Gasoline,FA,pickup,5,19,24,21,4,No
555,FORD F150,3.3,6.0,SemiAuto-6,2WD,Gasoline,CA,pickup,5,19,24,21,4,No
556,FORD F150,3.3,6.0,SemiAuto-6,2WD,Gasoline,CA,pickup,5,19,25,22,4,No
557,FORD F150,3.3,6.0,SemiAuto-6,2WD,Gasoline,FA,pickup,5,19,24,21,4,No
558,FORD F150,3.3,6.0,SemiAuto-6,2WD,Gasoline,FA,pickup,5,19,25,22,4,No
559,FORD F150,3.3,6.0,SemiAuto-6,4WD,Gasoline,CA,pickup,5,17,22,19,3,No
560,FORD F150,3.3,6.0,SemiAuto-6,4WD,Gasoline,CA,pickup,5,18,23,20,4,No
561,FORD F150,3.3,6.0,SemiAuto-6,4WD,Gasoline,FA,pickup,5,17,22,19,3,No
562,FORD F150,3.3,6.0,SemiAuto-6,4WD,Gasoline,FA,pickup,5,18,23,20,4,No
563,FORD F150,3.5,6.0,SemiAuto-10,2WD,Gasoline,CA,pickup,5,17,21,19,3,No
564,FORD F150,3.5,6.0,SemiAuto-10,2WD,Gasoline,CA,pickup,5,17,22,19,3,No
565,FORD F150,3.5,6.0,SemiAuto-10,2WD,Gasoline,CA,pickup,5,18,25,21,4,No
566,FORD F150,3.5,6.0,SemiAuto-10,2WD,Gasoline,FA,pickup,5,17,21,19,3,No
567,FORD F150,3.5,6.0,SemiAuto-10,2WD,Gasoline,FA,pickup,5,17,22,19,3,No
568,FORD F150,3.5,6.0,SemiAuto-10,2WD,Gasoline,FA,pickup,5,18,25,21,4,No
569,FORD F150,3.5,6.0,SemiAuto-10,4WD,Gasoline,CA,pickup,5,16,21,18,3,No
570,FORD F150,3.5,6.0,SemiAuto-10,4WD,Gasoline,CA,pickup,5,16,22,19,3,No
571,FORD F150,3.5,6.0,SemiAuto-10,4WD,Gasoline,CA,pickup,5,17,23,19,3,No
572,FORD F150,3.5,6.0,SemiAuto-10,4WD,Gasoline,FA,pickup,5,16,21,18,3,No
573,FORD F150,3.5,6.0,SemiAuto-10,4WD,Gasoline,FA,pickup,5,16,22,19,3,No
574,FORD F150,3.5,6.0,SemiAuto-10,4WD,Gasoline,FA,pickup,5,17,23,19,3,No
575,FORD F150,5.0,8.0,SemiAuto-10,2WD,Gasoline,CA,pickup,3,16,20,17,3,No
576,FORD F150,5.0,8.0,SemiAuto-10,2WD,Gasoline,CA,pickup,3,16,21,18,3,No
577,FORD F150,5.0,8.0,SemiAuto-10,2WD,Gasoline,CA,pickup,3,17,23,19,3,No
578,FORD F150,5.0,8.0,SemiAuto-10,2WD,Gasoline,FA,pickup,3,16,20,17,3,No
579,FORD F150,5.0,8.0,SemiAuto-10,2WD,Gasoline,FA,pickup,3,16,21,18,3,No
580,FORD F150,5.0,8.0,SemiAuto-10,2WD,Gasoline,FA,pickup,3,17,23,19,3,No
581,FORD F150,5.0,8.0,SemiAuto-10,4WD,Gasoline,CA,pickup,3,15,19,17,3,No
582,FORD F150,5.0,8.0,SemiAuto-10,4WD,Gasoline,CA,pickup,3,16,20,17,3,No
583,FORD F150,5.0,8.0,SemiAuto-10,4WD,Gasoline,CA,pickup,3,16,22,18,3,No
584,FORD F150,5.0,8.0,SemiAuto-10,4WD,Gasoline,FA,pickup,3,15,19,17,3,No
585,FORD F150,5.0,8.0,SemiAuto-10,4WD,Gasoline,FA,pickup,3,16,20,17,3,No
586,FORD F150,5.0,8.0,SemiAuto-10,4WD,Gasoline,FA,pickup,3,16,22,18,3,No
587,FORD F150 Raptor,3.5,6.0,SemiAuto-10,4WD,Gasoline,CA,pickup,3,15,18,16,2,No
588,FORD F150 Raptor,3.5,6.0,SemiAuto-10,4WD,Gasoline,FA,pickup,3,15,18,16,2,No
589,FORD Flex,3.5,6.0,SemiAuto-6,2WD,Gasoline,FA,standard SUV,3,16,23,19,3,No
590,FORD Flex,3.5,6.0,SemiAuto-6,2WD,Gasoline,CA,standard SUV,3,16,23,19,3,No
591,FORD Flex,3.5,6.0,SemiAuto-6,4WD,Gasoline,FA,standard SUV,3,15,21,17,3,No
592,FORD Flex,3.5,6.0,SemiAuto-6,4WD,Gasoline,CA,standard SUV,3,15,21,17,3,No
593,FORD Flex,3.5,6.0,SemiAuto-6,4WD,Gasoline,FA,standard SUV,3,16,22,18,3,No
594,FORD Flex,3.5,6.0,SemiAuto-6,4WD,Gasoline,CA,standard SUV,3,16,22,18,3,No
595,FORD Fusion,1.5,4.0,SemiAuto-6,2WD,Gasoline,CA,midsize car,7,23,34,27,6,No
596,FORD Fusion,1.5,4.0,SemiAuto-6,2WD,Gasoline,FA,midsize car,7,23,34,27,6,No
597,FORD Fusion,2.0,4.0,SemiAuto-6,2WD,Gasoline,CA,midsize car,5,21,31,25,5,No
598,FORD Fusion,2.0,4.0,SemiAuto-6,2WD,Gasoline,FA,midsize car,5,21,31,25,5,No
599,FORD Fusion,2.0,4.0,SemiAuto-6,4WD,Gasoline,CA,midsize car,5,20,29,23,5,No
600,FORD Fusion,2.0,4.0,SemiAuto-6,4WD,Gasoline,FA,midsize car,5,20,29,23,5,No
601,FORD Fusion,2.5,4.0,Auto-6,2WD,Gasoline,CA,midsize car,5,21,32,25,5,No
602,FORD Fusion,2.5,4.0,Auto-6,2WD,Gasoline,FA,midsize car,5,21,32,25,5,No
603,FORD Fusion,2.7,6.0,SemiAuto-6,4WD,Gasoline,CA,midsize car,5,17,26,20,4,No
604,FORD Fusion,2.7,6.0,SemiAuto-6,4WD,Gasoline,FA,midsize car,5,17,26,20,4,No
605,FORD Fusion Energi Plug-in Hybrid,2.0,4.0,CVT,2WD,Gasoline/Electricity,CA,midsize car,7,43/102,41/91,42/97,10,Elite
606,FORD Fusion Energi Plug-in Hybrid,2.0,4.0,CVT,2WD,Gasoline/Electricity,FA,midsize car,7,43/102,41/91,42/97,10,Elite
607,FORD Fusion Hybrid,2.0,4.0,CVT,2WD,Gasoline,CA,midsize car,7,43,41,42,9,Yes
608,FORD Fusion Hybrid,2.0,4.0,CVT,2WD,Gasoline,FA,midsize car,7,43,41,42,9,Yes
609,FORD Transit Connect,2.5,4.0,SemiAuto-6,2WD,Ethanol/Gas,FA,special purpose,3,14/19,19/27,16/22,4,No
610,FORD Transit Connect,2.5,4.0,SemiAuto-6,2WD,Ethanol/Gas,FA,special purpose,3,15/20,20/27,17/23,5,No
611,FORD Transit Connect,2.5,4.0,SemiAuto-6,2WD,Gasoline,CA,special purpose,3,19,27,22,4,No
612,FORD Transit Connect,2.5,4.0,SemiAuto-6,2WD,Gasoline,CA,special purpose,3,20,27,23,5,No
613,FORD Transit Connect,2.5,4.0,SemiAuto-6,2WD,Gasoline,FA,special purpose,3,19,27,22,4,No
614,FORD Transit Connect,2.5,4.0,SemiAuto-6,2WD,Gasoline,FA,special purpose,3,20,27,23,5,No
615,GENESIS G80,3.3,6.0,SemiAuto-8,2WD,Gasoline,CA,large car,3,17,25,20,4,No
616,GENESIS G80,3.3,6.0,SemiAuto-8,2WD,Gasoline,FA,large car,3,17,25,20,4,No
617,GENESIS G80,3.3,6.0,SemiAuto-8,4WD,Gasoline,CA,large car,3,17,24,20,4,No
618,GENESIS G80,3.3,6.0,SemiAuto-8,4WD,Gasoline,FA,large car,3,17,24,20,4,No
619,GENESIS G80,3.8,6.0,SemiAuto-8,2WD,Gasoline,CA,large car,5,19,27,22,4,No
620,GENESIS G80,3.8,6.0,SemiAuto-8,2WD,Gasoline,FA,large car,5,19,27,22,4,No
621,GENESIS G80,3.8,6.0,SemiAuto-8,4WD,Gasoline,CA,large car,5,18,25,20,4,No
622,GENESIS G80,3.8,6.0,SemiAuto-8,4WD,Gasoline,FA,large car,5,18,25,20,4,No
623,GENESIS G80,5.0,8.0,SemiAuto-8,2WD,Gasoline,CA,large car,5,16,24,19,3,No
624,GENESIS G80,5.0,8.0,SemiAuto-8,2WD,Gasoline,FA,large car,5,16,24,19,3,No
625,GENESIS G80,5.0,8.0,SemiAuto-8,4WD,Gasoline,CA,large car,5,15,23,18,3,No
626,GENESIS G80,5.0,8.0,SemiAuto-8,4WD,Gasoline,FA,large car,5,15,23,18,3,No
627,GENESIS G90,3.3,6.0,SemiAuto-8,2WD,Gasoline,FA,large car,3,17,24,20,4,No
628,GENESIS G90,3.3,6.0,SemiAuto-8,2WD,Gasoline,CA,large car,3,17,24,20,4,No
629,GENESIS G90,3.3,6.0,SemiAuto-8,4WD,Gasoline,FA,large car,3,17,24,20,4,No
630,GENESIS G90,3.3,6.0,SemiAuto-8,4WD,Gasoline,CA,large car,3,17,24,20,4,No
631,GENESIS G90,5.0,8.0,SemiAuto-8,2WD,Gasoline,CA,large car,5,16,24,19,3,No
632,GENESIS G90,5.0,8.0,SemiAuto-8,2WD,Gasoline,FA,large car,5,16,24,19,3,No
633,GENESIS G90,5.0,8.0,SemiAuto-8,4WD,Gasoline,CA,large car,5,15,23,18,3,No
634,GENESIS G90,5.0,8.0,SemiAuto-8,4WD,Gasoline,FA,large car,5,15,23,18,3,No
635,GMC Acadia,2.5,4.0,Auto-6,2WD,Gasoline,CA,standard SUV,3,21,26,23,5,No
636,GMC Acadia,2.5,4.0,Auto-6,2WD,Gasoline,FA,standard SUV,3,21,26,23,5,No
637,GMC Acadia,2.5,4.0,Auto-6,4WD,Gasoline,CA,standard SUV,3,21,25,23,5,No
638,GMC Acadia,2.5,4.0,Auto-6,4WD,Gasoline,FA,standard SUV,3,21,25,23,5,No
639,GMC Acadia,3.6,6.0,Auto-6,2WD,Gasoline,CA,standard SUV,5,18,25,21,4,No
640,GMC Acadia,3.6,6.0,Auto-6,2WD,Gasoline,FA,standard SUV,5,18,25,21,4,No
641,GMC Acadia,3.6,6.0,Auto-6,4WD,Gasoline,CA,standard SUV,5,17,25,20,4,No
642,GMC Acadia,3.6,6.0,Auto-6,4WD,Gasoline,FA,standard SUV,5,17,25,20,4,No
643,GMC Canyon,2.5,4.0,Auto-6,2WD,Gasoline,CA,pickup,5,20,26,22,4,No
644,GMC Canyon,2.5,4.0,Auto-6,2WD,Gasoline,FA,pickup,5,20,26,22,4,No
645,GMC Canyon,2.5,4.0,Auto-6,4WD,Gasoline,CA,pickup,5,19,24,21,4,No
646,GMC Canyon,2.5,4.0,Auto-6,4WD,Gasoline,FA,pickup,5,19,24,21,4,No
647,GMC Canyon,2.5,4.0,Man-6,2WD,Gasoline,CA,pickup,5,20,26,22,4,No
648,GMC Canyon,2.5,4.0,Man-6,2WD,Gasoline,FA,pickup,5,20,26,22,4,No
649,GMC Canyon,2.8,4.0,Auto-6,2WD,Diesel,CA,pickup,3,22,30,25,4,No
650,GMC Canyon,2.8,4.0,Auto-6,2WD,Diesel,FA,pickup,3,22,30,25,4,No
651,GMC Canyon,2.8,4.0,Auto-6,4WD,Diesel,CA,pickup,3,20,28,23,4,No
652,GMC Canyon,2.8,4.0,Auto-6,4WD,Diesel,FA,pickup,3,20,28,23,4,No
653,GMC Canyon,3.6,6.0,Auto-8,2WD,Gasoline,CA,pickup,5,18,25,20,4,No
654,GMC Canyon,3.6,6.0,Auto-8,2WD,Gasoline,FA,pickup,5,18,25,20,4,No
655,GMC Canyon,3.6,6.0,Auto-8,2WD,Gasoline,CA,special purpose,5,15,15,15,2,No
656,GMC Canyon,3.6,6.0,Auto-8,2WD,Gasoline,FA,special purpose,5,15,15,15,2,No
657,GMC Canyon,3.6,6.0,Auto-8,4WD,Gasoline,CA,pickup,5,17,24,19,3,No
658,GMC Canyon,3.6,6.0,Auto-8,4WD,Gasoline,FA,pickup,5,17,24,19,3,No
659,GMC Sierra 15,4.3,6.0,Auto-6,2WD,Ethanol/Gas,CA,pickup,5,12/18,16/24,14/20,4,No
660,GMC Sierra 15,4.3,6.0,Auto-6,2WD,Ethanol/Gas,FA,pickup,5,12/18,16/24,14/20,4,No
661,GMC Sierra 15,4.3,6.0,Auto-6,4WD,Ethanol/Gas,CA,pickup,5,12/17,15/22,13/19,3,No
662,GMC Sierra 15,4.3,6.0,Auto-6,4WD,Ethanol/Gas,FA,pickup,5,12/17,15/22,13/19,3,No
663,GMC Sierra 15,5.3,8.0,Auto-6,2WD,Ethanol/Gas,CA,pickup,3,12/16,17/23,14/19,3,No
664,GMC Sierra 15,5.3,8.0,Auto-6,2WD,Ethanol/Gas,FA,pickup,3,12/16,17/23,14/19,3,No
665,GMC Sierra 15,5.3,8.0,Auto-6,2WD,Gasoline,CA,pickup,3,16,23,19,3,No
666,GMC Sierra 15,5.3,8.0,Auto-6,2WD,Gasoline,CA,special purpose,3,15,20,17,3,No
667,GMC Sierra 15,5.3,8.0,Auto-6,2WD,Gasoline,FA,pickup,3,16,23,19,3,No
668,GMC Sierra 15,5.3,8.0,Auto-6,2WD,Gasoline,FA,special purpose,3,15,20,17,3,No
669,GMC Sierra 15,5.3,8.0,Auto-6,4WD,Gasoline,CA,pickup,3,16,22,18,3,No
670,GMC Sierra 15,5.3,8.0,Auto-6,4WD,Gasoline,CA,special purpose,3,15,19,17,3,No
671,GMC Sierra 15,5.3,8.0,Auto-6,4WD,Gasoline,FA,pickup,3,16,22,18,3,No
672,GMC Sierra 15,5.3,8.0,Auto-6,4WD,Gasoline,FA,special purpose,3,15,19,17,3,No
673,GMC Sierra 15,5.3,8.0,Auto-8,2WD,Gasoline,CA,pickup,3,18,24,20,4,No
674,GMC Sierra 15,5.3,8.0,Auto-8,2WD,Gasoline,FA,pickup,3,18,24,20,4,No
675,GMC Sierra 15,5.3,8.0,Auto-8,2WD,Gasoline,CA,pickup,3,16,22,18,3,No
676,GMC Sierra 15,5.3,8.0,Auto-8,2WD,Gasoline,FA,pickup,3,16,22,18,3,No
677,GMC Sierra 15,5.3,8.0,Auto-8,4WD,Gasoline,CA,pickup,3,16,21,18,3,No
678,GMC Sierra 15,5.3,8.0,Auto-8,4WD,Gasoline,FA,pickup,3,16,21,18,3,No
679,GMC Sierra 15,5.3,8.0,Auto-8,4WD,Gasoline,CA,pickup,3,15,20,17,3,No
680,GMC Sierra 15,5.3,8.0,Auto-8,4WD,Gasoline,FA,pickup,3,15,20,17,3,No
681,GMC Sierra 15,6.2,8.0,Auto-8,2WD,Gasoline,CA,pickup,3,15,21,17,3,No
682,GMC Sierra 15,6.2,8.0,Auto-8,2WD,Gasoline,FA,pickup,3,15,21,17,3,No
683,GMC Sierra 15,6.2,8.0,Auto-8,4WD,Gasoline,CA,pickup,3,15,20,17,3,No
684,GMC Sierra 15,6.2,8.0,Auto-8,4WD,Gasoline,FA,pickup,3,15,20,17,3,No
685,GMC Terrain,1.5,4.0,Auto-9,2WD,Gasoline,CA,small SUV,5,26,30,28,6,No
686,GMC Terrain,1.5,4.0,Auto-9,2WD,Gasoline,FA,small SUV,5,26,30,28,6,No
687,GMC Terrain,1.5,4.0,Auto-9,4WD,Gasoline,CA,small SUV,5,24,28,26,5,No
688,GMC Terrain,1.5,4.0,Auto-9,4WD,Gasoline,FA,small SUV,5,24,28,26,5,No
689,GMC Terrain,1.6,4.0,Auto-6,2WD,Diesel,CA,small SUV,3,28,39,32,6,No
690,GMC Terrain,1.6,4.0,Auto-6,2WD,Diesel,FA,small SUV,3,28,39,32,6,No
691,GMC Terrain,1.6,4.0,Auto-6,4WD,Diesel,CA,small SUV,3,28,38,32,6,No
692,GMC Terrain,1.6,4.0,Auto-6,4WD,Diesel,FA,small SUV,3,28,38,32,6,No
693,GMC Terrain,2.0,4.0,Auto-9,2WD,Gasoline,CA,small SUV,5,22,28,24,5,No
694,GMC Terrain,2.0,4.0,Auto-9,2WD,Gasoline,FA,small SUV,5,22,28,24,5,No
695,GMC Terrain,2.0,4.0,Auto-9,4WD,Gasoline,CA,small SUV,5,21,26,23,5,No
696,GMC Terrain,2.0,4.0,Auto-9,4WD,Gasoline,FA,small SUV,5,21,26,23,5,No
697,GMC Yukon 1500,5.3,8.0,Auto-6,2WD,Ethanol/Gas,CA,standard SUV,3,12/16,17/23,14/19,3,No
698,GMC Yukon 1500,5.3,8.0,Auto-6,2WD,Ethanol/Gas,FA,standard SUV,3,12/16,17/23,14/19,3,No
699,GMC Yukon 1500,5.3,8.0,Auto-6,2WD,Gasoline,CA,standard SUV,3,16,23,19,3,No
700,GMC Yukon 1500,5.3,8.0,Auto-6,2WD,Gasoline,FA,standard SUV,3,16,23,19,3,No
701,GMC Yukon 1500,5.3,8.0,Auto-6,4WD,Ethanol/Gas,CA,standard SUV,3,11/16,16/22,13/18,3,No
702,GMC Yukon 1500,5.3,8.0,Auto-6,4WD,Ethanol/Gas,FA,standard SUV,3,11/16,16/22,13/18,3,No
703,GMC Yukon 1500,5.3,8.0,Auto-6,4WD,Gasoline,CA,standard SUV,3,16,22,18,3,No
704,GMC Yukon 1500,5.3,8.0,Auto-6,4WD,Gasoline,FA,standard SUV,3,16,22,18,3,No
705,GMC Yukon 1500,6.2,8.0,Auto-10,2WD,Gasoline,CA,standard SUV,3,14,23,17,3,No
706,GMC Yukon 1500,6.2,8.0,Auto-10,2WD,Gasoline,FA,standard SUV,3,14,23,17,3,No
707,GMC Yukon 1500,6.2,8.0,Auto-10,4WD,Gasoline,CA,standard SUV,3,14,22,17,3,No
708,GMC Yukon 1500,6.2,8.0,Auto-10,4WD,Gasoline,FA,standard SUV,3,14,22,17,3,No
709,GMC Yukon 1500 XL,5.3,8.0,Auto-6,2WD,Ethanol/Gas,CA,standard SUV,3,12/16,17/23,14/19,3,No
710,GMC Yukon 1500 XL,5.3,8.0,Auto-6,2WD,Ethanol/Gas,FA,standard SUV,3,12/16,17/23,14/19,3,No
711,GMC Yukon 1500 XL,5.3,8.0,Auto-6,2WD,Gasoline,CA,standard SUV,3,16,23,19,3,No
712,GMC Yukon 1500 XL,5.3,8.0,Auto-6,2WD,Gasoline,FA,standard SUV,3,16,23,19,3,No
713,GMC Yukon 1500 XL,6.2,8.0,Auto-10,2WD,Gasoline,CA,standard SUV,3,14,23,17,3,No
714,GMC Yukon 1500 XL,6.2,8.0,Auto-10,2WD,Gasoline,FA,standard SUV,3,14,23,17,3,No
