Unnamed: 0,model,displ,cyl,trans,drive,fuel,cert_region,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
953,KIA Optima,2.0,4,SemiAuto-6,2WD,Gasoline,CA,large car,3,22.0,31.0,25.0,5,No
954,KIA Optima,2.4,4,SemiAuto-6,2WD,Gasoline,CA,large car,7,24.0,34.0,28.0,6,No
956,KIA Optima,2.4,4,SemiAuto-6,2WD,Gasoline,CA,large car,5,24.0,34.0,28.0,6,No
958,KIA Optima FE,2.4,4,SemiAuto-6,2WD,Gasoline,CA,large car,7,25.0,36.0,29.0,6,No
960,KIA Optima FE,2.4,4,SemiAuto-6,2WD,Gasoline,CA,large car,5,25.0,36.0,29.0,6,No
962,KIA Rio,1.6,4,Man-6,2WD,Gasoline,CA,small car,3,29.0,37.0,32.0,7,Yes
964,KIA Rio,1.6,4,SemiAuto-6,2WD,Gasoline,CA,small car,3,28.0,37.0,32.0,7,Yes
967,KIA Sedona,3.3,6,SemiAuto-6,2WD,Gasoline,CA,minivan,3,18.0,24.0,20.0,4,No
969,KIA Sedona SX,3.3,6,SemiAuto-6,2WD,Gasoline,CA,minivan,3,18.0,25.0,21.0,4,No
971,KIA Sedona SXL,3.3,6,SemiAuto-6,2WD,Gasoline,CA,minivan,3,17.0,22.0,19.0,3,No
973,KIA Sorento,2.0,4,SemiAuto-6,2WD,Gasoline,CA,small SUV,3,20.0,27.0,23.0,5,No
975,KIA Sorento,2.0,4,SemiAuto-6,4WD,Gasoline,CA,small SUV,3,19.0,25.0,22.0,4,No
976,KIA Sorento,2.4,4,SemiAuto-6,2WD,Gasoline,CA,small SUV,5,21.0,28.0,24.0,5,No
978,KIA Sorento,2.4,4,SemiAuto-6,4WD,Gasoline,CA,small SUV,5,21.0,25.0,22.0,4,No
981,KIA Sorento,3.3,6,SemiAuto-6,2WD,Gasoline,CA,small SUV,3,18.0,25.0,20.0,4,No
983,KIA Sorento,3.3,6,SemiAuto-6,4WD,Gasoline,CA,small SUV,3,17.0,23.0,19.0,3,No
985,KIA Sorento FE,3.3,6,SemiAuto-6,4WD,Gasoline,CA,small SUV,3,18.0,25.0,21.0,4,No
987,KIA Soul,1.6,4,AutoMan-7,2WD,Gasoline,CA,station wagon,3,26.0,31.0,28.0,6,No
988,KIA Soul,1.6,4,Man-6,2WD,Gasoline,CA,station wagon,3,24.0,30.0,27.0,6,No
990,KIA Soul,1.6,4,SemiAuto-6,2WD,Gasoline,CA,station wagon,3,25.0,30.0,27.0,6,No
992,KIA Soul,2.0,4,SemiAuto-6,2WD,Gasoline,CA,station wagon,7,25.0,30.0,27.0,6,No
994,KIA Soul,2.0,4,SemiAuto-6,2WD,Gasoline,CA,station wagon,5,25.0,30.0,27.0,6,No
999,KIA Sportage,2.0,4,SemiAuto-6,2WD,Gasoline,CA,small SUV,3,21.0,26.0,23.0,5,No
1001,KIA Sportage,2.0,4,SemiAuto-6,4WD,Gasoline,CA,small SUV,3,20.0,23.0,21.0,4,No
1002,KIA Sportage,2.4,4,SemiAuto-6,2WD,Gasoline,CA,small SUV,7,22.0,29.0,25.0,5,No
1004,KIA Sportage,2.4,4,SemiAuto-6,2WD,Gasoline,CA,small SUV,5,22.0,29.0,25.0,5,No
1006,KIA Sportage,2.4,4,SemiAuto-6,4WD,Gasoline,CA,small SUV,7,21.0,25.0,23.0,5,No
1008,KIA Sportage,2.4,4,SemiAuto-6,4WD,Gasoline,CA,small SUV,5,21.0,25.0,23.0,5,No
1010,KIA Sportage FE,2.4,4,SemiAuto-6,2WD,Gasoline,CA,small SUV,7,23.0,30.0,26.0,5,No
1012,KIA Sportage FE,2.4,4,SemiAuto-6,2WD,Gasoline,CA,small SUV,5,23.0,30.0,26.0,5,No
1014,KIA Sportage FE,2.4,4,SemiAuto-6,4WD,Gasoline,CA,small SUV,7,21.0,25.0,22.0,4,No
1016,KIA Sportage FE,2.4,4,SemiAuto-6,4WD,Gasoline,CA,small SUV,5,21.0,25.0,22.0,4,No
1018,LAMBORGHINI Aventador Coupe,6.5,12,AMS-7,4WD,Gasoline,CA,small car,1,10.0,17.0,12.0,1,No
1020,LAMBORGHINI Aventador Roadster,6.5,12,AMS-7,4WD,Gasoline,CA,small car,1,10.0,16.0,12.0,1,No
1022,LAMBORGHINI Aventador S Coupe,6.5,12,AMS-7,4WD,Gasoline,CA,small car,1,10.0,17.0,12.0,1,No
1024,LAMBORGHINI Aventador S Roadster,6.5,12,AMS-7,4WD,Gasoline,CA,small car,1,10.0,16.0,12.0,1,No
1026,LAND ROVER Range Rover Velar,2.0,4,SemiAuto-8,4WD,Diesel,CA,small SUV,1,26.0,30.0,28.0,5,No
1028,LAND ROVER Range Rover Velar,2.0,4,SemiAuto-8,4WD,Gasoline,CA,small SUV,7,21.0,27.0,23.0,5,No
1030,LAND ROVER Range Rover Velar,3.0,6,SemiAuto-8,4WD,Gasoline,CA,small SUV,7,18.0,24.0,20.0,4,No
1033,LEXUS GX 460,4.6,8,SemiAuto-6,4WD,Gasoline,CA,standard SUV,3,15.0,18.0,16.0,2,No
1034,LEXUS LC 500,5.0,8,SemiAuto-10,2WD,Gasoline,CA,small car,5,16.0,26.0,19.0,3,No
1036,LEXUS LC 500h,3.5,6,SCV-10,2WD,Gasoline,CA,small car,7,26.0,35.0,30.0,7,Yes
1039,LEXUS LX 570,5.7,8,SemiAuto-8,4WD,Gasoline,CA,standard SUV,3,13.0,18.0,15.0,2,No
1040,LINCOLN Continental,2.7,6,SemiAuto-6,2WD,Gasoline,CA,large car,5,18.0,27.0,21.0,4,No
1042,LINCOLN Continental,2.7,6,SemiAuto-6,4WD,Gasoline,CA,large car,5,17.0,25.0,20.0,4,No
1044,LINCOLN Continental,3.0,6,SemiAuto-6,4WD,Gasoline,CA,large car,5,16.0,24.0,19.0,3,No
1046,LINCOLN Continental,3.7,6,SemiAuto-6,2WD,Gasoline,CA,large car,3,17.0,26.0,20.0,4,No
1048,LINCOLN Continental,3.7,6,SemiAuto-6,4WD,Gasoline,CA,large car,3,16.0,24.0,19.0,3,No
1051,LINCOLN MKT,3.5,6,SemiAuto-6,4WD,Gasoline,CA,standard SUV,3,15.0,21.0,17.0,3,No
1053,LINCOLN MKT,3.7,6,SemiAuto-6,2WD,Gasoline,CA,standard SUV,3,16.0,24.0,19.0,3,No
1055,LINCOLN MKT Livery,3.7,6,Auto-6,4WD,Gasoline,CA,special purpose,3,16.0,23.0,18.0,3,No
1056,MASERATI Ghibli,3.0,6,Auto-8,2WD,Gasoline,CA,midsize car,1,17.0,24.0,19.0,3,No
1058,MASERATI Ghibli S,3.0,6,Auto-8,2WD,Gasoline,CA,midsize car,1,16.0,24.0,19.0,3,No
1060,MASERATI Ghibli S Q4,3.0,6,Auto-8,4WD,Gasoline,CA,midsize car,1,16.0,24.0,19.0,3,No
1062,MASERATI Granturismo,4.7,8,Auto-6,2WD,Gasoline,CA,small car,1,13.0,21.0,16.0,2,No
1064,MASERATI Granturismo Convertible,4.7,8,Auto-6,2WD,Gasoline,CA,small car,1,13.0,20.0,15.0,2,No
1066,MASERATI Levante,3.0,8,Auto-8,4WD,Gasoline,CA,standard SUV,1,14.0,20.0,16.0,2,No
1068,MASERATI Levante S,3.0,8,Auto-8,4WD,Gasoline,CA,standard SUV,1,14.0,19.0,16.0,2,No
1070,MASERATI Quattroporte S,3.0,6,Auto-8,2WD,Gasoline,CA,large car,1,16.0,23.0,18.0,3,No
1072,MASERATI Quattroporte S Q4,3.0,6,Auto-8,4WD,Gasoline,CA,large car,1,16.0,23.0,18.0,3,No
1075,MAZDA 3,2.0,4,Man-6,2WD,Gasoline,CA,midsize car,7,27.0,37.0,31.0,7,Yes
1076,MAZDA 3,2.0,4,Man-6,2WD,Gasoline,CA,small car,7,28.0,38.0,31.0,7,Yes
1079,MAZDA 3,2.0,4,SemiAuto-6,2WD,Gasoline,CA,midsize car,7,28.0,37.0,32.0,7,Yes
1080,MAZDA 3,2.0,4,SemiAuto-6,2WD,Gasoline,CA,small car,7,28.0,37.0,31.0,7,Yes
1083,MAZDA 3,2.5,4,SemiAuto-6,2WD,Gasoline,CA,midsize car,7,26.0,35.0,30.0,7,Yes
1084,MAZDA 3,2.5,4,SemiAuto-6,2WD,Gasoline,CA,small car,7,27.0,36.0,30.0,7,Yes
1087,MAZDA CX-3,2.0,4,SemiAuto-6,2WD,Gasoline,CA,small car,3,29.0,34.0,31.0,7,Yes
1089,MAZDA CX-3,2.0,4,SemiAuto-6,4WD,Gasoline,CA,small car,3,27.0,32.0,29.0,6,No
1091,MAZDA CX-9,2.5,4,SemiAuto-6,2WD,Gasoline,CA,small SUV,3,22.0,28.0,24.0,5,No
1093,MAZDA CX-9,2.5,4,SemiAuto-6,4WD,Gasoline,CA,small SUV,3,20.0,26.0,23.0,5,No
1098,MERCEDES-BENZ AMG C63,4.0,8,Auto-7,2WD,Gasoline,CA,small car,5,17.0,22.0,19.0,3,No
1099,MERCEDES-BENZ AMG C63,4.0,8,Auto-7,2WD,Gasoline,CA,small car,5,17.0,23.0,19.0,3,No
1100,MERCEDES-BENZ AMG C63,4.0,8,Auto-7,2WD,Gasoline,CA,small car,5,18.0,24.0,20.0,4,No
1104,MERCEDES-BENZ AMG C63 S,4.0,8,Auto-7,2WD,Gasoline,CA,small car,5,17.0,22.0,19.0,3,No
1105,MERCEDES-BENZ AMG C63 S,4.0,8,Auto-7,2WD,Gasoline,CA,small car,5,17.0,23.0,19.0,3,No
1106,MERCEDES-BENZ AMG C63 S,4.0,8,Auto-7,2WD,Gasoline,CA,small car,5,18.0,24.0,20.0,4,No
1110,MERCEDES-BENZ AMG CLA45 4Matic,2.0,4,AutoMan-7,4WD,Gasoline,CA,small car,3,23.0,30.0,26.0,5,No
1113,MERCEDES-BENZ AMG CLS63 4Matic,5.5,8,Auto-7,4WD,Gasoline,CA,small car,3,16.0,22.0,18.0,3,No
1115,MERCEDES-BENZ AMG E63 S 4Matic,4.0,8,Auto-9,4WD,Gasoline,CA,midsize car,5,15.0,22.0,18.0,3,No
1116,MERCEDES-BENZ AMG E63 S 4Matic,4.0,8,Auto-9,4WD,Gasoline,CA,station wagon,5,16.0,22.0,18.0,3,No
1119,MERCEDES-BENZ AMG GLA45 4Matic,2.0,4,AutoMan-7,4WD,Gasoline,CA,station wagon,3,22.0,28.0,25.0,5,No
1123,MERCEDES-BENZ AMG GLE 43 4Matic,3.0,6,Auto-9,4WD,Gasoline,CA,standard SUV,3,17.0,22.0,19.0,3,No
1124,MERCEDES-BENZ AMG GLE 43 4Matic,3.0,6,Auto-9,4WD,Gasoline,CA,standard SUV,3,17.0,23.0,19.0,3,No
1127,MERCEDES-BENZ AMG GLE63,5.5,8,Auto-7,4WD,Gasoline,CA,standard SUV,3,14.0,18.0,15.0,2,No
1129,MERCEDES-BENZ AMG GLE63 S,5.5,8,Auto-7,4WD,Gasoline,CA,standard SUV,3,14.0,18.0,15.0,2,No
1130,MERCEDES-BENZ AMG GLE63 S,5.5,8,Auto-7,4WD,Gasoline,CA,standard SUV,3,14.0,18.0,15.0,2,No
1133,MERCEDES-BENZ AMG GLS63,5.5,8,Auto-7,4WD,Gasoline,CA,standard SUV,3,13.0,18.0,15.0,2,No
1135,MERCEDES-BENZ AMG GT,4.0,8,AutoMan-7,2WD,Gasoline,CA,small car,5,16.0,21.0,18.0,3,No
1136,MERCEDES-BENZ AMG GT,4.0,8,AutoMan-7,2WD,Gasoline,CA,small car,5,16.0,22.0,18.0,3,No
1139,MERCEDES-BENZ AMG GT S,4.0,8,AutoMan-7,2WD,Gasoline,CA,small car,5,16.0,22.0,18.0,3,No
1141,MERCEDES-BENZ AMG S63 4Matic,4.0,8,Auto-9,4WD,Gasoline,CA,large car,5,17.0,26.0,20.0,4,No
1144,MERCEDES-BENZ AMG SL63,5.5,8,Auto-7,2WD,Gasoline,CA,small car,3,16.0,25.0,19.0,3,No
1145,MERCEDES-BENZ AMG SL65,6.0,12,Auto-7,2WD,Gasoline,CA,small car,3,13.0,22.0,16.0,2,No
1148,MERCEDES-BENZ C300,2.0,4,Auto-9,2WD,Gasoline,CA,small car,5,22.0,29.0,25.0,5,No
1149,MERCEDES-BENZ C300,2.0,4,Auto-9,2WD,Gasoline,CA,small car,5,22.0,30.0,25.0,5,No
1150,MERCEDES-BENZ C300,2.0,4,Auto-9,2WD,Gasoline,CA,small car,5,24.0,33.0,27.0,6,No
1154,MERCEDES-BENZ C300 4Matic,2.0,4,Auto-9,4WD,Gasoline,CA,small car,5,22.0,29.0,25.0,5,No
1155,MERCEDES-BENZ C300 4Matic,2.0,4,Auto-9,4WD,Gasoline,CA,small car,5,22.0,30.0,25.0,5,No
1156,MERCEDES-BENZ C300 4Matic,2.0,4,Auto-9,4WD,Gasoline,CA,small car,5,23.0,32.0,26.0,5,No
1160,MERCEDES-BENZ CLA250,2.0,4,AutoMan-7,2WD,Gasoline,CA,small car,5,24.0,37.0,29.0,6,No
1164,MERCEDES-BENZ CLA250 4Matic,2.0,4,AutoMan-7,4WD,Gasoline,CA,small car,5,24.0,32.0,27.0,6,No
1167,MERCEDES-BENZ CLS550,4.7,8,Auto-9,2WD,Gasoline,CA,small car,3,18.0,26.0,21.0,4,No
1169,MERCEDES-BENZ CLS550 4Matic,4.7,8,Auto-9,4WD,Gasoline,CA,small car,3,17.0,25.0,20.0,4,No
1170,MERCEDES-BENZ E300,2.0,4,Auto-9,2WD,Gasoline,CA,midsize car,5,22.0,30.0,25.0,5,No
1172,MERCEDES-BENZ E300 4Matic,2.0,4,Auto-9,4WD,Gasoline,CA,midsize car,5,21.0,29.0,24.0,5,No
1177,MERCEDES-BENZ GLA 250,2.0,4,AutoMan-7,2WD,Gasoline,CA,station wagon,5,24.0,33.0,27.0,6,No
1181,MERCEDES-BENZ GLA250 4Matic,2.0,4,AutoMan-7,4WD,Gasoline,CA,small SUV,5,23.0,31.0,26.0,5,No
1183,MERCEDES-BENZ GLC 300,2.0,4,Auto-9,2WD,Gasoline,CA,small SUV,5,22.0,28.0,24.0,5,No
1185,MERCEDES-BENZ GLC 300 4Matic,2.0,4,Auto-9,4WD,Gasoline,CA,small SUV,5,21.0,28.0,24.0,5,No
1186,MERCEDES-BENZ GLC 300 4Matic,2.0,4,Auto-9,4WD,Gasoline,CA,small SUV,5,22.0,27.0,24.0,5,No
1190,MERCEDES-BENZ GLE350,3.5,6,Auto-7,2WD,Gasoline,CA,standard SUV,3,18.0,23.0,20.0,4,No
1194,MERCEDES-BENZ GLE350 4Matic,3.5,6,Auto-7,4WD,Gasoline,CA,standard SUV,3,18.0,22.0,19.0,3,No
1195,MERCEDES-BENZ GLS450 4Matic,3.0,6,Auto-9,4WD,Gasoline,CA,standard SUV,3,17.0,22.0,19.0,3,No
1197,MERCEDES-BENZ GLS550 4Matic,4.7,8,Auto-9,4WD,Gasoline,CA,standard SUV,3,14.0,19.0,16.0,2,No
1199,MERCEDES-BENZ S560 4Matic,4.0,8,Auto-9,4WD,Gasoline,CA,large car,5,17.0,27.0,21.0,4,No
1201,MERCEDES-BENZ S560 4Matic Maybach,4.0,8,Auto-9,4WD,Gasoline,CA,large car,5,16.0,25.0,19.0,3,No
1204,MERCEDES-BENZ SL550,4.7,8,Auto-9,2WD,Gasoline,CA,small car,3,17.0,25.0,20.0,4,No
1205,MERCEDES-BENZ SLC300,2.0,4,Auto-9,2WD,Gasoline,CA,small car,3,25.0,32.0,27.0,6,No
1207,MINI Cooper Clubman,1.5,3,Man-6,2WD,Gasoline,CA,midsize car,7,24.0,34.0,28.0,6,No
1209,MINI Cooper Clubman,1.5,3,SemiAuto-6,2WD,Gasoline,CA,midsize car,7,24.0,32.0,27.0,6,No
1212,MINI Cooper Clubman All4,1.5,3,Man-6,4WD,Gasoline,CA,midsize car,3,22.0,32.0,26.0,5,No
1214,MINI Cooper Clubman All4,1.5,3,SemiAuto-8,4WD,Gasoline,CA,midsize car,3,23.0,31.0,26.0,5,No
1215,MINI Cooper Convertible,1.5,3,Man-6,2WD,Gasoline,CA,small car,7,28.0,37.0,32.0,7,Yes
1217,MINI Cooper Convertible,1.5,3,SemiAuto-6,2WD,Gasoline,CA,small car,7,27.0,35.0,30.0,7,Yes
1220,MINI Cooper Countryman,1.5,3,Man-6,2WD,Gasoline,CA,midsize car,3,24.0,34.0,28.0,6,No
1222,MINI Cooper Countryman,1.5,3,SemiAuto-6,2WD,Gasoline,CA,midsize car,3,24.0,32.0,27.0,6,No
1224,MINI Cooper Countryman All4,1.5,3,Man-6,4WD,Gasoline,CA,midsize car,3,22.0,32.0,26.0,5,No
1226,MINI Cooper Countryman All4,1.5,3,SemiAuto-8,4WD,Gasoline,CA,midsize car,3,23.0,30.0,25.0,5,No
1227,MINI Cooper Hardtop,1.5,3,Man-6,2WD,Gasoline,CA,small car,7,28.0,37.0,32.0,7,Yes
1228,MINI Cooper Hardtop,1.5,3,Man-6,2WD,Gasoline,CA,small car,7,28.0,38.0,32.0,7,Yes
1231,MINI Cooper Hardtop,1.5,3,SemiAuto-6,2WD,Gasoline,CA,small car,7,27.0,35.0,30.0,7,Yes
1233,MINI Cooper S Clubman,2.0,4,Man-6,2WD,Gasoline,CA,midsize car,7,22.0,31.0,25.0,5,No
1235,MINI Cooper S Clubman,2.0,4,SemiAuto-8,2WD,Gasoline,CA,midsize car,7,23.0,32.0,27.0,6,No
1237,MINI Cooper S Clubman All4,2.0,4,Man-6,4WD,Gasoline,CA,midsize car,7,21.0,30.0,24.0,5,No
1239,MINI Cooper S Clubman All4,2.0,4,SemiAuto-8,4WD,Gasoline,CA,midsize car,7,22.0,31.0,26.0,5,No
1241,MINI Cooper S Convertible,2.0,4,Man-6,2WD,Gasoline,CA,small car,7,23.0,32.0,26.0,5,No
1243,MINI Cooper S Convertible,2.0,4,SemiAuto-6,2WD,Gasoline,CA,small car,7,25.0,33.0,28.0,6,No
1245,MINI Cooper S Countryman,2.0,4,SemiAuto-8,2WD,Gasoline,CA,midsize car,7,23.0,32.0,27.0,6,No
1247,MINI Cooper S Countryman All4,2.0,4,Man-6,4WD,Gasoline,CA,midsize car,7,21.0,31.0,24.0,5,No
1249,MINI Cooper S Countryman All4,2.0,4,SemiAuto-8,4WD,Gasoline,CA,midsize car,7,22.0,31.0,26.0,5,No
1251,MINI Cooper S Hardtop,2.0,4,Man-6,2WD,Gasoline,CA,small car,7,23.0,32.0,26.0,5,No
1253,MINI Cooper S Hardtop,2.0,4,SemiAuto-6,2WD,Gasoline,CA,small car,7,25.0,32.0,28.0,6,No
1257,MINI JCW Countryman All4,2.0,4,Man-6,4WD,Gasoline,CA,midsize car,3,20.0,29.0,24.0,5,No
1259,MINI JCW Countryman All4,2.0,4,SemiAuto-8,4WD,Gasoline,CA,midsize car,3,22.0,30.0,25.0,5,No
1261,MINI John Cooper Works Clubman All4,2.0,4,Man-6,4WD,Gasoline,CA,midsize car,3,21.0,31.0,24.0,5,No
1263,MINI John Cooper Works Clubman All4,2.0,4,SemiAuto-8,4WD,Gasoline,CA,midsize car,3,23.0,31.0,26.0,5,No
1265,MINI John Cooper Works Convertible,2.0,4,Man-6,2WD,Gasoline,CA,small car,3,22.0,31.0,25.0,5,No
1267,MINI John Cooper Works Convertible,2.0,4,SemiAuto-6,2WD,Gasoline,CA,small car,3,25.0,33.0,28.0,6,No
1269,MINI John Cooper Works Hardtop,2.0,4,Man-6,2WD,Gasoline,CA,small car,3,23.0,32.0,26.0,5,No
1271,MINI John Cooper Works Hardtop,2.0,4,SemiAuto-6,2WD,Gasoline,CA,small car,3,25.0,32.0,28.0,6,No
1273,MITSUBISHI Mirage,1.2,3,CVT,2WD,Gasoline,CA,small car,5,37.0,43.0,39.0,9,Yes
1275,MITSUBISHI Mirage,1.2,3,Man-5,2WD,Gasoline,CA,small car,5,33.0,41.0,36.0,8,Yes
1277,MITSUBISHI Mirage G4,1.2,3,CVT,2WD,Gasoline,CA,small car,5,35.0,41.0,37.0,8,Yes
1279,MITSUBISHI Mirage G4,1.2,3,Man-5,2WD,Gasoline,CA,small car,5,33.0,40.0,35.0,8,Yes
1282,NISSAN 370Z,3.7,6,Man-6,2WD,Gasoline,CA,small car,3,18.0,26.0,21.0,4,No
1284,NISSAN 370Z,3.7,6,SemiAuto-7,2WD,Gasoline,CA,small car,3,19.0,26.0,22.0,4,No
1286,NISSAN 370Z Roadster,3.7,6,Man-6,2WD,Gasoline,CA,small car,3,17.0,24.0,20.0,4,No
1288,NISSAN 370Z Roadster,3.7,6,SemiAuto-7,2WD,Gasoline,CA,small car,3,18.0,25.0,21.0,4,No
1290,NISSAN Armada,5.6,8,SemiAuto-7,2WD,Gasoline,CA,standard SUV,3,14.0,19.0,16.0,2,No
1292,NISSAN Armada,5.6,8,SemiAuto-7,4WD,Gasoline,CA,standard SUV,3,13.0,18.0,15.0,2,No
1293,NISSAN Versa,1.6,4,Auto-4,2WD,Gasoline,CA,small car,3,26.0,35.0,29.0,6,No
1295,NISSAN Versa,1.6,4,CVT,2WD,Gasoline,CA,small car,3,31.0,39.0,34.0,8,Yes
1297,NISSAN Versa,1.6,4,CVT,2WD,Gasoline,CA,small car,5,31.0,39.0,34.0,8,Yes
1299,NISSAN Versa,1.6,4,Man-5,2WD,Gasoline,CA,small car,3,27.0,36.0,30.0,7,Yes
1301,NISSAN Versa,1.6,4,Man-5,2WD,Gasoline,CA,small car,5,27.0,36.0,30.0,7,Yes
1303,PORSCHE 911 Carrera,3.0,6,AMS-7,2WD,Gasoline,CA,small car,1,22.0,30.0,25.0,5,No
1305,PORSCHE 911 Carrera,3.0,6,Man-7,2WD,Gasoline,CA,small car,1,20.0,29.0,23.0,5,No
1307,PORSCHE 911 Carrera 4,3.0,6,AMS-7,4WD,Gasoline,CA,small car,1,22.0,28.0,24.0,5,No
1309,PORSCHE 911 Carrera 4,3.0,6,Man-7,4WD,Gasoline,CA,small car,1,20.0,28.0,23.0,5,No
1311,PORSCHE 911 Carrera 4 Cabriolet,3.0,6,AMS-7,4WD,Gasoline,CA,small car,1,21.0,28.0,24.0,5,No
1313,PORSCHE 911 Carrera 4 Cabriolet,3.0,6,Man-7,4WD,Gasoline,CA,small car,1,19.0,28.0,22.0,4,No
1315,PORSCHE 911 Carrera 4 GTS,3.0,6,AMS-7,4WD,Gasoline,CA,small car,1,20.0,26.0,22.0,4,No
1317,PORSCHE 911 Carrera 4 GTS,3.0,6,Man-7,4WD,Gasoline,CA,small car,1,18.0,26.0,21.0,4,No
1319,PORSCHE 911 Carrera 4 GTS Cabriolet,3.0,6,AMS-7,4WD,Gasoline,CA,small car,1,20.0,25.0,22.0,4,No
1321,PORSCHE 911 Carrera 4 GTS Cabriolet,3.0,6,Man-7,4WD,Gasoline,CA,small car,1,18.0,26.0,21.0,4,No
1323,PORSCHE 911 Carrera 4S,3.0,6,AMS-7,4WD,Gasoline,CA,small car,1,21.0,28.0,24.0,5,No
1325,PORSCHE 911 Carrera 4S,3.0,6,Man-7,4WD,Gasoline,CA,small car,1,20.0,28.0,23.0,5,No
1327,PORSCHE 911 Carrera 4S Cabriolet,3.0,6,AMS-7,4WD,Gasoline,CA,small car,1,21.0,28.0,24.0,5,No
1329,PORSCHE 911 Carrera 4S Cabriolet,3.0,6,Man-7,4WD,Gasoline,CA,small car,1,19.0,28.0,22.0,4,No
1331,PORSCHE 911 Carrera Cabriolet,3.0,6,AMS-7,2WD,Gasoline,CA,small car,1,22.0,28.0,24.0,5,No
1333,PORSCHE 911 Carrera Cabriolet,3.0,6,Man-7,2WD,Gasoline,CA,small car,1,20.0,29.0,23.0,5,No
1335,PORSCHE 911 Carrera GTS,3.0,6,AMS-7,2WD,Gasoline,CA,small car,1,20.0,26.0,23.0,5,No
1337,PORSCHE 911 Carrera GTS,3.0,6,Man-7,2WD,Gasoline,CA,small car,1,18.0,26.0,21.0,4,No
1339,PORSCHE 911 Carrera GTS Cabriolet,3.0,6,AMS-7,2WD,Gasoline,CA,small car,1,20.0,26.0,22.0,4,No
1341,PORSCHE 911 Carrera GTS Cabriolet,3.0,6,Man-7,2WD,Gasoline,CA,small car,1,18.0,26.0,21.0,4,No
1343,PORSCHE 911 Carrera S,3.0,6,AMS-7,2WD,Gasoline,CA,small car,1,22.0,28.0,24.0,5,No
1345,PORSCHE 911 Carrera S,3.0,6,Man-7,2WD,Gasoline,CA,small car,1,20.0,29.0,23.0,5,No
1347,PORSCHE 911 Carrera S Cabriolet,3.0,6,AMS-7,2WD,Gasoline,CA,small car,1,22.0,28.0,24.0,5,No
1349,PORSCHE 911 Carrera S Cabriolet,3.0,6,Man-7,2WD,Gasoline,CA,small car,1,20.0,28.0,23.0,5,No
1351,PORSCHE 911 Targa 4,3.0,6,AMS-7,4WD,Gasoline,CA,small car,1,22.0,28.0,24.0,5,No
1353,PORSCHE 911 Targa 4,3.0,6,Man-7,4WD,Gasoline,CA,small car,1,19.0,28.0,22.0,4,No
1355,PORSCHE 911 Targa 4 GTS,3.0,6,AMS-7,4WD,Gasoline,CA,small car,1,20.0,26.0,22.0,4,No
1357,PORSCHE 911 Targa 4 GTS,3.0,6,Man-7,4WD,Gasoline,CA,small car,1,18.0,26.0,21.0,4,No
1359,PORSCHE 911 Targa 4S,3.0,6,AMS-7,4WD,Gasoline,CA,small car,1,21.0,27.0,24.0,5,No
1361,PORSCHE 911 Targa 4S,3.0,6,Man-7,4WD,Gasoline,CA,small car,1,19.0,28.0,22.0,4,No
1363,PORSCHE 911 Turbo,3.8,6,AMS-7,4WD,Gasoline,CA,small car,1,19.0,24.0,21.0,4,No
1365,PORSCHE 911 Turbo Cabriolet,3.8,6,AMS-7,4WD,Gasoline,CA,small car,1,19.0,24.0,21.0,4,No
1367,PORSCHE 911 Turbo S,3.8,6,AMS-7,4WD,Gasoline,CA,small car,1,19.0,24.0,21.0,4,No
1369,PORSCHE 911 Turbo S Cabriolet,3.8,6,AMS-7,4WD,Gasoline,CA,small car,1,19.0,24.0,21.0,4,No
1371,PORSCHE Boxster,2.0,4,AMS-7,2WD,Gasoline,CA,small car,3,22.0,29.0,25.0,5,No
1373,PORSCHE Boxster,2.0,4,Man-6,2WD,Gasoline,CA,small car,3,21.0,28.0,24.0,5,No
1375,PORSCHE Boxster S,2.5,4,AMS-7,2WD,Gasoline,CA,small car,3,21.0,28.0,24.0,5,No
1377,PORSCHE Boxster S,2.5,4,Man-6,2WD,Gasoline,CA,small car,3,20.0,26.0,22.0,4,No
1380,PORSCHE Cayenne GTS,3.6,6,SemiAuto-8,4WD,Gasoline,CA,standard SUV,3,16.0,23.0,19.0,3,No
1382,PORSCHE Cayenne S,3.6,6,SemiAuto-8,4WD,Gasoline,CA,standard SUV,3,17.0,24.0,20.0,4,No
1384,PORSCHE Macan,2.0,4,AMS-7,4WD,Gasoline,CA,small SUV,3,20.0,25.0,22.0,4,No
1386,PORSCHE Macan GTS,3.0,6,AMS-7,4WD,Gasoline,CA,small SUV,3,17.0,23.0,19.0,3,No
1388,PORSCHE Macan S,3.0,6,AMS-7,4WD,Gasoline,CA,small SUV,3,17.0,23.0,19.0,3,No
1389,PORSCHE Panamera,3.0,6,AMS-8,2WD,Gasoline,CA,large car,5,21.0,28.0,24.0,5,No
1391,PORSCHE Panamera 4,3.0,6,AMS-8,4WD,Gasoline,CA,large car,5,21.0,27.0,23.0,5,No
1393,PORSCHE Panamera 4 Executive,3.0,6,AMS-8,4WD,Gasoline,CA,large car,5,21.0,27.0,23.0,5,No
1395,PORSCHE Panamera 4S,2.9,6,AMS-8,4WD,Gasoline,CA,large car,5,21.0,28.0,23.0,5,No
1397,PORSCHE Panamera 4S Executive,2.9,6,AMS-8,4WD,Gasoline,CA,large car,5,21.0,28.0,23.0,5,No
